HID	PA
40680	0
40681	1
40682	1
40683	1
40684	1
40685	1
40686	0
40687	0
40688	0
40689	0
40690	0
40691	0
40692	0
40693	0
40694	0
40695	0
40696	0
40697	0
40761	0
40762	0
40763	1
40764	1
40765	1
40766	1
40767	1
40768	0
40769	0
40770	0
40771	0
40772	0
40773	0
40774	0
40775	0
40776	0
40777	0
40778	0
40779	0
40842	0
40843	0
40844	1
40845	1
40846	1
40847	1
40848	1
40849	1
40850	0
40851	0
40852	0
40853	0
40854	0
40855	0
40856	0
40857	0
40858	0
40859	0
40860	0
40923	0
40924	0
40925	1
40926	1
40927	1
40928	1
40929	1
40930	0
40931	0
40932	0
40933	0
40934	0
40935	0
40936	0
40937	0
40938	0
40939	0
40940	0
40941	0
41004	0
41005	0
41006	1
41007	1
41008	1
41009	1
41010	1
41011	1
41012	0
41013	0
41014	0
41015	0
41016	0
41017	0
41018	0
41019	0
41020	0
41021	0
41022	0
41085	0
41086	0
41087	1
41088	1
41089	1
41090	1
41091	1
41092	1
41093	1
41094	0
41095	0
41096	0
41097	0
41098	0
41099	0
41100	0
41101	0
41102	0
41103	0
41104	0
41166	0
41167	0
41168	1
41169	1
41170	1
41171	1
41172	1
41173	1
41174	0
41175	0
41176	0
41177	0
41178	0
41179	0
41180	0
41181	0
41182	0
41183	0
41184	0
41247	0
41248	0
41249	1
41250	1
41251	1
41252	1
41253	1
41254	1
41255	1
41256	0
41257	0
41258	0
41259	0
41260	0
41261	0
41262	0
41263	0
41264	0
41265	0
41266	0
41329	0
41330	1
41331	1
41332	1
41333	1
41334	1
41335	1
41336	1
41337	0
41338	0
41339	0
41340	0
41341	0
41342	0
41343	0
41344	0
41345	0
41346	0
41347	0
41409	0
41410	0
41411	1
41412	1
41413	1
41414	1
41415	1
41416	1
41417	1
41418	0
41419	0
41420	0
41421	0
41422	0
41423	0
41424	0
41425	0
41426	0
41427	0
41428	0
41491	0
41492	1
41493	1
41494	1
41495	1
41496	1
41497	1
41498	1
41499	1
41500	0
41501	0
41502	0
41503	0
41504	0
41505	0
41506	0
41507	0
41508	0
41509	0
41572	0
41573	0
41574	1
41575	1
41576	1
41577	1
41578	1
41579	1
41580	1
41581	0
41582	0
41583	0
41584	0
41585	0
41586	0
41587	0
41588	0
41589	0
41590	0
41591	0
41653	0
41654	1
41655	1
41656	1
41657	1
41658	1
41659	1
41660	1
41661	1
41662	0
41663	0
41664	0
41665	0
41666	0
41667	0
41668	0
41669	0
41670	0
41671	0
41672	0
41734	0
41735	1
41736	1
41737	1
41738	1
41739	1
41740	1
41741	1
41742	1
41743	1
41744	0
41745	0
41746	0
41747	0
41748	0
41749	0
41750	0
41751	0
41752	0
41753	0
41816	0
41817	1
41818	1
41819	1
41820	1
41821	1
41822	1
41823	1
41824	1
41825	0
41826	0
41827	0
41828	0
41829	0
41830	0
41831	0
41832	0
41833	0
41834	0
41835	0
41896	0
41897	0
41898	1
41899	1
41900	1
41901	1
41902	1
41903	1
41904	1
41905	1
41906	0
41907	0
41908	0
41909	0
41910	0
41911	0
41912	0
41913	0
41914	0
41915	0
41916	0
41978	0
41979	1
41980	1
41981	1
41982	1
41983	1
41984	1
41985	1
41986	1
41987	0
41988	0
41989	0
41990	0
41991	0
41992	0
41993	0
41994	0
41995	0
41996	0
41997	0
41998	0
42059	0
42060	0
42061	1
42062	1
42063	1
42064	1
42065	1
42066	1
42067	1
42068	0
42069	0
42070	0
42071	0
42072	0
42073	0
42074	0
42075	0
42076	0
42077	0
42078	0
42079	0
42080	0
42140	0
42141	0
42142	1
42143	1
42144	1
42145	1
42146	1
42147	1
42148	1
42149	0
42150	0
42151	0
42152	0
42153	0
42154	0
42155	0
42156	0
42157	0
42158	0
42159	0
42160	0
42161	0
42221	0
42222	0
42223	1
42224	1
42225	1
42226	1
42227	1
42228	1
42229	1
42230	0
42231	0
42232	0
42233	0
42234	0
42235	0
42236	0
42237	0
42238	0
42239	0
42240	0
42241	0
42242	0
42243	0
42303	0
42304	0
42305	1
42306	1
42307	1
42308	1
42309	1
42310	1
42311	1
42312	0
42313	0
42314	0
42315	0
42316	0
42317	0
42318	0
42319	0
42320	0
42321	0
42322	0
42323	0
42324	0
42383	0
42384	0
42385	0
42386	1
42387	1
42388	1
42389	1
42390	1
42391	1
42392	1
42393	0
42394	0
42395	0
42396	0
42397	0
42398	0
42399	0
42400	0
42401	0
42402	0
42403	0
42404	0
42405	0
42465	0
42466	0
42467	1
42468	1
42469	1
42470	1
42471	1
42472	1
42473	1
42474	0
42475	0
42476	0
42477	0
42478	0
42479	0
42480	0
42481	0
42482	0
42483	0
42484	0
42485	0
42486	0
42487	0
42546	0
42547	0
42548	0
42549	1
42550	1
42551	1
42552	1
42553	1
42554	1
42555	1
42556	0
42557	0
42558	0
42559	0
42560	0
42561	0
42562	0
42563	0
42564	0
42565	0
42566	0
42567	0
42568	0
42627	0
42628	0
42629	0
42630	1
42631	1
42632	1
42633	1
42634	1
42635	0
42636	0
42637	0
42638	0
42639	0
42640	0
42641	0
42642	0
42643	0
42644	0
42645	0
42646	0
42647	0
42648	0
42649	0
42708	0
42709	0
42710	0
42711	1
42712	1
42713	1
42714	1
42715	1
42716	1
42717	0
42718	0
42719	0
42720	0
42721	0
42722	0
42723	0
42724	0
42725	0
42726	0
42727	0
42728	0
42729	0
42730	0
42731	0
42790	0
42791	0
42792	0
42793	1
42794	1
42795	1
42796	1
42797	1
42798	1
42799	0
42800	0
42801	0
42802	0
42803	0
42804	0
42805	0
42806	0
42807	0
42808	0
42809	0
42810	0
42811	0
42812	0
42813	0
42871	0
42872	0
42873	0
42874	1
42875	1
42876	1
42877	1
42878	1
42879	0
42880	0
42881	0
42882	0
42883	0
42884	0
42885	0
42886	0
42887	0
42888	0
42889	0
42890	0
42891	0
42892	0
42893	0
42894	0
42952	0
42953	0
42954	0
42955	1
42956	1
42957	1
42958	1
42959	1
42960	1
42961	0
42962	0
42963	0
42964	0
42965	0
42966	0
42967	0
42968	0
42969	0
42970	0
42971	0
42972	0
42973	0
42974	0
42975	0
42976	0
43034	0
43035	0
43036	0
43038	1
43039	1
43040	1
43041	1
43042	1
43043	0
43044	0
43045	0
43046	0
43047	0
43048	0
43049	0
43050	0
43051	0
43052	0
43053	0
43054	0
43055	0
43056	0
43057	0
43115	0
43116	0
43117	0
43118	1
43119	1
43120	1
43121	1
43122	1
43123	0
43124	0
43125	0
43126	0
43127	0
43128	0
43129	0
43130	0
43131	0
43132	0
43133	0
43134	0
43135	0
43136	0
43137	0
43138	0
43197	0
43198	0
43199	1
43200	1
43201	1
43202	1
43203	1
43204	1
43205	0
43206	0
43207	0
43208	0
43209	0
43210	0
43211	0
43212	0
43213	0
43214	0
43215	0
43216	0
43217	0
43218	0
43219	0
43220	0
43279	0
43280	0
43281	1
43282	1
43283	1
43284	1
43285	1
43286	1
43287	0
43288	0
43289	0
43290	0
43291	0
43292	0
43293	0
43294	0
43295	0
43296	0
43297	0
43298	0
43299	0
43300	0
43301	0
43359	0
43360	0
43361	0
43362	1
43363	1
43364	1
43365	1
43366	1
43367	0
43368	0
43369	0
43370	0
43371	0
43372	0
43373	0
43374	0
43375	0
43376	0
43377	0
43378	0
43379	0
43380	0
43381	0
43382	0
43441	0
43442	0
43443	1
43444	1
43445	1
43446	1
43447	1
43448	1
43449	0
43450	0
43451	0
43452	0
43453	0
43454	0
43455	0
43456	0
43457	0
43458	0
43459	0
43460	0
43461	0
43462	0
43463	0
43464	0
43523	0
43524	0
43525	1
43526	1
43527	1
43528	1
43529	1
43530	1
43531	0
43532	0
43533	0
43534	0
43535	0
43536	0
43537	0
43538	0
43539	0
43540	0
43541	0
43542	0
43543	0
43544	0
43545	0
43604	0
43605	0
43606	1
43607	1
43608	1
43609	1
43610	1
43611	1
43612	0
43613	0
43614	0
43615	0
43616	0
43617	0
43618	0
43619	0
43620	0
43621	0
43622	0
43623	0
43624	0
43625	0
43626	0
43685	0
43686	0
43687	1
43688	1
43689	1
43690	1
43691	1
43692	1
43693	0
43694	0
43695	0
43696	0
43697	0
43698	0
43699	0
43700	0
43701	0
43702	0
43703	0
43704	0
43705	0
43706	0
43707	0
43708	0
43767	0
43768	0
43769	1
43770	1
43771	1
43772	1
43773	1
43774	1
43775	1
43776	0
43777	0
43778	0
43779	0
43780	0
43781	0
43782	0
43783	0
43784	0
43785	0
43786	0
43787	0
43788	0
43789	0
43790	0
43848	0
43849	0
43850	1
43851	1
43852	1
43853	1
43854	1
43855	1
43856	1
43857	0
43858	0
43859	0
43860	0
43861	0
43862	0
43863	0
43864	0
43865	0
43866	0
43867	0
43868	0
43869	0
43870	0
43871	0
43929	0
43930	0
43931	0
43932	1
43933	1
43934	1
43935	1
43936	1
43937	1
43938	0
43939	0
43940	0
43941	0
43942	0
43943	0
43944	0
43945	0
43946	0
43947	0
43948	0
43949	0
43950	0
43951	0
43952	0
43953	0
44011	0
44012	0
44013	1
44014	1
44015	1
44016	1
44017	1
44018	1
44019	1
44020	0
44021	0
44022	0
44023	0
44024	0
44025	0
44026	0
44027	0
44028	0
44029	0
44030	0
44031	0
44032	0
44033	0
44034	0
44035	0
44092	0
44093	0
44094	1
44095	1
44096	1
44097	1
44098	1
44099	1
44100	1
44101	0
44102	0
44103	0
44104	0
44105	0
44106	0
44107	0
44108	0
44109	0
44110	0
44111	0
44112	0
44113	0
44114	0
44115	0
44173	0
44174	0
44175	0
44176	1
44177	1
44178	1
44179	1
44180	1
44181	1
44182	0
44183	0
44184	0
44185	0
44186	0
44187	0
44188	0
44189	0
44190	0
44191	0
44192	0
44193	0
44194	0
44195	0
44196	0
44197	0
44255	0
44256	0
44257	1
44258	1
44259	1
44260	1
44261	1
44262	1
44263	1
44264	0
44265	0
44266	0
44267	0
44268	0
44269	0
44270	0
44271	0
44272	0
44273	0
44274	0
44275	0
44276	0
44277	0
44278	0
44279	0
44335	0
44336	0
44337	0
44338	1
44339	1
44340	1
44341	1
44342	1
44343	1
44344	1
44345	0
44346	0
44347	0
44348	0
44349	0
44350	0
44351	0
44352	0
44353	0
44354	0
44355	0
44356	0
44357	0
44358	0
44359	0
44417	0
44418	0
44419	0
44420	0
44421	1
44422	1
44423	1
44424	1
44425	1
44426	0
44427	0
44428	0
44429	0
44430	0
44431	0
44432	0
44433	0
44434	0
44435	0
44436	0
44437	0
44438	0
44439	0
44440	0
44441	0
44499	0
44500	0
44501	0
44502	1
44503	1
44504	1
44505	1
44506	1
44507	1
44508	0
44509	0
44510	0
44511	0
44512	0
44513	0
44514	0
44515	0
44516	0
44517	0
44518	0
44519	0
44520	0
44521	0
44522	0
44523	0
44579	0
44580	0
44581	0
44582	0
44583	1
44584	1
44585	1
44586	1
44587	1
44588	1
44589	1
44590	0
44591	0
44592	0
44593	0
44594	0
44595	0
44596	0
44597	0
44598	0
44599	0
44600	0
44601	0
44602	0
44603	0
44661	0
44662	0
44663	0
44664	0
44665	1
44666	1
44667	1
44668	1
44669	1
44670	1
44671	0
44672	0
44673	0
44674	0
44675	0
44676	0
44677	0
44678	0
44679	0
44680	0
44681	0
44682	0
44683	0
44684	0
44685	0
44743	0
44744	0
44745	0
44746	1
44747	1
44748	1
44749	1
44750	1
44751	1
44752	1
44753	0
44754	0
44755	0
44756	0
44757	0
44758	0
44759	0
44760	0
44761	0
44762	0
44763	0
44764	0
44765	0
44766	0
44767	0
44824	0
44825	0
44826	0
44827	1
44828	1
44829	1
44830	1
44831	1
44832	1
44833	1
44834	0
44835	0
44836	0
44837	0
44838	0
44839	0
44840	0
44841	0
44842	0
44843	0
44844	0
44845	0
44846	0
44847	0
44906	0
44907	0
44908	0
44909	1
44910	1
44911	1
44912	1
44913	1
44914	1
44915	0
44916	0
44917	0
44918	0
44919	0
44920	0
44921	0
44922	0
44923	0
44924	0
44925	0
44926	0
44927	0
44928	0
44929	0
44988	0
44989	0
44990	1
44991	1
44992	1
44993	1
44994	1
44995	1
44996	1
44997	0
44998	0
44999	0
45000	0
45001	0
45002	0
45003	0
45004	0
45005	0
45006	0
45007	0
45008	0
45009	0
45010	0
45011	0
45068	0
45069	0
45070	0
45071	1
45072	1
45073	1
45074	1
45075	1
45076	1
45077	1
45078	0
45079	0
45080	0
45081	0
45082	0
45083	0
45084	0
45085	0
45086	0
45087	0
45088	0
45089	0
45090	0
45091	0
45150	0
45151	0
45152	0
45153	1
45154	1
45155	1
45156	1
45157	1
45158	1
45159	0
45160	0
45161	0
45162	0
45163	0
45164	0
45165	0
45166	0
45167	0
45168	0
45169	0
45170	0
45171	0
45172	0
45173	0
45232	0
45233	0
45234	1
45235	1
45236	1
45237	1
45238	1
45239	1
45240	1
45241	0
45242	0
45243	0
45244	0
45245	0
45246	0
45247	0
45248	0
45249	0
45250	0
45251	0
45252	0
45253	0
45254	0
45255	0
45313	0
45314	0
45315	1
45316	1
45317	1
45318	1
45319	1
45320	1
45321	1
45322	0
45323	0
45324	0
45325	0
45326	0
45327	0
45328	0
45329	0
45330	0
45331	0
45332	0
45333	0
45334	0
45335	0
45395	0
45396	0
45397	1
45398	1
45399	1
45400	1
45401	1
45402	1
45403	1
45404	0
45405	0
45406	0
45407	0
45408	0
45409	0
45410	0
45411	0
45412	0
45413	0
45414	0
45415	0
45416	0
45417	0
45476	0
45477	0
45478	1
45479	1
45480	1
45481	1
45482	1
45483	1
45484	1
45485	0
45486	0
45487	0
45488	0
45489	0
45490	0
45491	0
45492	0
45493	0
45494	0
45495	0
45496	0
45497	0
45498	0
45499	0
45557	0
45558	0
45559	0
45560	1
45561	1
45562	1
45563	1
45564	1
45565	1
45566	0
45567	0
45568	0
45569	0
45570	0
45571	0
45572	0
45573	0
45574	0
45575	0
45576	0
45577	0
45578	0
45579	0
45639	0
45640	0
45641	0
45642	1
45643	1
45644	1
45645	1
45646	1
45647	1
45648	1
45649	0
45650	0
45651	0
45652	0
45653	0
45654	0
45655	0
45656	0
45657	0
45658	0
45659	0
45660	0
45661	0
45721	0
45722	0
45723	1
45724	1
45725	1
45726	1
45727	1
45728	1
45729	1
45730	0
45731	0
45732	0
45733	0
45734	0
45735	0
45736	0
45737	0
45738	0
45739	0
45740	0
45741	0
45742	0
45743	0
45801	0
45802	0
45803	0
45804	1
45805	1
45806	1
45807	1
45808	1
45809	1
45810	1
45811	0
45812	0
45813	0
45814	0
45815	0
45816	0
45817	0
45818	0
45819	0
45820	0
45821	0
45822	0
45823	0
45883	0
45884	0
45885	0
45886	1
45887	1
45888	1
45889	1
45890	1
45891	1
45892	1
45893	0
45894	0
45895	0
45896	0
45897	0
45898	0
45899	0
45900	0
45901	0
45902	0
45903	0
45904	0
45905	0
45965	0
45966	0
45967	1
45968	1
45969	1
45970	1
45971	1
45972	1
45973	1
45974	0
45975	0
45976	0
45977	0
45978	0
45979	0
45980	0
45981	0
45982	0
45983	0
45984	0
45985	0
45986	0
45987	0
46045	0
46046	0
46047	0
46048	1
46049	1
46050	1
46051	1
46052	1
46053	1
46054	1
46055	0
46056	0
46057	0
46058	0
46059	0
46060	0
46061	0
46062	0
46063	0
46064	0
46065	0
46066	0
46067	0
46127	0
46128	0
46129	0
46130	1
46131	1
46132	1
46133	1
46134	1
46135	1
46136	1
46137	0
46138	0
46139	0
46140	0
46141	0
46142	0
46143	0
46144	0
46145	0
46146	0
46147	0
46148	0
46149	0
46209	0
46210	0
46211	1
46212	1
46213	1
46214	1
46215	1
46216	1
46217	1
46218	0
46219	0
46220	0
46221	0
46222	0
46223	0
46224	0
46225	0
46226	0
46227	0
46228	0
46229	0
46230	0
46231	0
46289	0
46290	0
46291	0
46292	1
46293	1
46294	1
46295	1
46296	1
46297	1
46298	1
46299	0
46300	0
46301	0
46302	0
46303	0
46304	0
46305	0
46306	0
46307	0
46308	0
46309	0
46310	0
46311	0
46371	0
46372	0
46373	0
46374	1
46375	1
46376	1
46377	1
46378	1
46379	1
46380	1
46381	0
46382	0
46383	0
46384	0
46385	0
46386	0
46387	0
46388	0
46389	0
46390	0
46391	0
46392	0
46393	0
46452	0
46453	0
46454	0
46455	1
46456	1
46457	1
46458	1
46459	1
46460	1
46461	1
46462	0
46463	0
46464	0
46465	0
46466	0
46467	0
46468	0
46469	0
46470	0
46471	0
46472	0
46473	0
46474	0
46475	0
46532	0
46533	0
46534	0
46535	0
46536	1
46537	1
46538	1
46539	1
46540	1
46541	1
46542	1
46543	0
46544	0
46545	0
46546	0
46547	0
46548	0
46549	0
46550	0
46551	0
46552	0
46553	0
46554	0
46555	0
46614	0
46615	0
46616	0
46617	0
46618	1
46619	1
46620	1
46621	1
46622	1
46623	1
46624	1
46625	0
46626	0
46627	0
46628	0
46629	0
46630	0
46631	0
46632	0
46633	0
46634	0
46635	0
46636	0
46637	0
46695	0
46696	0
46697	0
46698	0
46699	1
46700	1
46701	1
46702	1
46703	1
46704	1
46705	1
46706	0
46707	0
46708	0
46709	0
46710	0
46711	0
46712	0
46713	0
46714	0
46715	0
46716	0
46717	0
46718	0
46719	0
46775	0
46776	0
46777	0
46778	0
46779	1
46780	1
46781	1
46782	1
46783	1
46784	1
46785	1
46786	1
46787	0
46788	0
46789	0
46790	0
46791	0
46792	0
46793	0
46794	0
46795	0
46796	0
46797	0
46798	0
46799	0
46857	0
46858	0
46859	0
46860	0
46861	1
46862	1
46863	1
46864	1
46865	1
46866	1
46867	1
46868	1
46869	0
46870	0
46871	0
46872	0
46873	0
46874	0
46875	0
46876	0
46877	0
46878	0
46879	0
46880	0
46881	0
46938	0
46939	0
46940	0
46941	0
46942	1
46943	1
46944	1
46945	1
46946	1
46947	1
46948	1
46949	1
46950	0
46951	0
46952	0
46953	0
46954	0
46955	0
46956	0
46957	0
46958	0
46959	0
46960	0
46961	0
46962	0
47019	0
47020	0
47021	0
47022	0
47023	1
47024	1
47025	1
47026	1
47027	1
47028	1
47029	1
47030	1
47031	0
47032	0
47033	0
47034	0
47035	0
47036	0
47037	0
47038	0
47039	0
47040	0
47041	0
47042	0
47043	0
47100	0
47101	0
47102	0
47103	0
47104	0
47105	1
47106	1
47107	1
47108	1
47109	1
47110	1
47111	1
47112	1
47113	0
47114	0
47115	0
47116	0
47117	0
47118	0
47119	0
47120	0
47121	0
47122	0
47123	0
47124	0
47182	0
47183	0
47184	0
47185	0
47186	1
47187	1
47188	1
47189	1
47190	1
47191	1
47192	1
47193	1
47194	0
47195	0
47196	0
47197	0
47198	0
47199	0
47200	0
47201	0
47202	0
47203	0
47204	0
47205	0
47206	0
47263	0
47264	0
47265	0
47266	1
47267	1
47268	1
47269	1
47270	1
47271	1
47272	1
47273	1
47274	1
47275	0
47276	0
47277	0
47278	0
47279	0
47280	0
47281	0
47282	0
47283	0
47284	0
47285	0
47286	0
47345	0
47346	0
47347	0
47348	1
47349	1
47350	1
47351	1
47352	1
47353	1
47354	1
47355	1
47356	1
47357	0
47358	0
47359	0
47360	0
47361	0
47362	0
47363	0
47364	0
47365	0
47366	0
47367	0
47368	0
47426	0
47427	0
47428	0
47429	1
47430	1
47431	1
47432	1
47433	1
47434	1
47435	1
47436	1
47437	1
47438	0
47439	0
47440	0
47441	0
47442	0
47443	0
47444	0
47445	0
47446	0
47447	0
47448	0
47449	0
47450	0
47507	0
47508	0
47509	0
47510	1
47511	1
47512	1
47513	1
47514	1
47515	1
47516	1
47517	1
47518	1
47519	0
47520	0
47521	0
47522	0
47523	0
47524	0
47525	0
47526	0
47527	0
47528	0
47529	0
47530	0
47589	0
47590	0
47591	1
47592	1
47593	1
47594	1
47595	1
47596	1
47597	1
47598	1
47599	1
47600	1
47601	0
47602	0
47603	0
47604	0
47605	0
47606	0
47607	0
47608	0
47609	0
47610	0
47611	0
47612	0
47670	0
47671	0
47672	1
47673	1
47674	1
47675	1
47676	1
47677	1
47678	1
47679	1
47680	1
47681	1
47682	0
47683	0
47684	0
47685	0
47686	0
47687	0
47688	0
47689	0
47690	0
47691	0
47692	0
47693	0
47751	0
47752	0
47753	1
47754	1
47755	1
47756	1
47757	1
47758	1
47759	1
47760	1
47761	1
47762	1
47763	0
47764	0
47765	0
47766	0
47767	0
47768	0
47769	0
47770	0
47771	0
47772	0
47773	0
47774	0
47833	0
47834	0
47835	1
47836	1
47837	1
47838	1
47839	1
47840	1
47841	1
47842	1
47843	1
47844	1
47845	0
47846	0
47847	0
47848	0
47849	0
47850	0
47851	0
47852	0
47853	0
47854	0
47855	0
47856	0
47914	0
47915	0
47916	1
47917	1
47918	1
47919	1
47920	1
47921	1
47922	1
47923	1
47924	1
47925	1
47926	0
47927	0
47928	0
47929	0
47930	0
47931	0
47932	0
47933	0
47934	0
47935	0
47936	0
47937	0
47994	0
47995	0
47996	1
47997	1
47998	1
47999	1
48000	1
48001	1
48002	1
48003	1
48004	1
48005	1
48006	1
48007	0
48008	0
48009	0
48010	0
48011	0
48012	0
48013	0
48014	0
48015	0
48016	0
48017	0
48018	0
48076	0
48077	0
48078	1
48079	1
48080	1
48081	1
48082	1
48083	1
48084	1
48085	1
48086	1
48087	1
48088	1
48089	0
48090	0
48091	0
48092	0
48093	0
48094	0
48095	0
48096	0
48097	0
48098	0
48099	0
48100	0
48157	0
48158	0
48159	1
48160	1
48161	1
48162	1
48163	1
48164	1
48165	1
48166	1
48167	1
48168	1
48169	1
48170	0
48171	0
48172	0
48173	0
48174	0
48175	0
48176	0
48177	0
48178	0
48179	0
48180	0
48181	0
48238	0
48239	0
48240	1
48241	1
48242	1
48243	1
48244	1
48245	1
48246	1
48247	1
48248	1
48249	1
48250	1
48251	0
48252	0
48253	0
48254	0
48255	0
48256	0
48257	0
48258	0
48259	0
48260	0
48261	0
48262	0
48319	0
48320	0
48321	0
48322	1
48323	1
48324	1
48325	1
48326	1
48327	1
48328	1
48329	1
48330	1
48331	1
48332	1
48333	0
48334	0
48335	0
48336	0
48337	0
48338	0
48339	0
48340	0
48341	0
48342	0
48343	0
48344	0
48400	0
48401	0
48402	0
48403	1
48404	1
48405	1
48406	1
48407	1
48408	1
48409	1
48410	1
48411	1
48412	1
48413	1
48414	0
48415	0
48416	0
48417	0
48418	0
48419	0
48420	0
48421	0
48422	0
48423	0
48424	0
48425	0
48480	0
48481	0
48482	0
48483	0
48484	1
48485	1
48486	1
48487	1
48488	1
48489	1
48490	1
48491	1
48492	1
48493	1
48494	1
48495	0
48496	0
48497	0
48498	0
48499	0
48500	0
48501	0
48502	0
48503	0
48504	0
48505	0
48506	0
48560	0
48561	0
48562	0
48563	0
48564	0
48565	0
48566	1
48567	1
48568	1
48569	1
48570	1
48571	1
48572	1
48573	1
48574	1
48575	1
48576	0
48577	0
48578	0
48579	0
48580	0
48581	0
48582	0
48583	0
48584	0
48585	0
48586	0
48587	0
48588	0
48641	0
48642	0
48643	0
48644	0
48645	0
48646	0
48647	1
48648	1
48649	1
48650	1
48651	1
48652	1
48653	1
48654	1
48655	1
48656	1
48657	0
48658	0
48659	0
48660	0
48661	0
48662	0
48663	0
48664	0
48665	0
48666	0
48667	0
48668	0
48669	0
48720	0
48721	0
48722	0
48723	0
48724	0
48725	0
48726	0
48727	0
48728	1
48729	1
48730	1
48731	1
48732	1
48733	1
48734	1
48735	1
48736	1
48737	1
48738	0
48739	0
48740	0
48741	0
48742	0
48743	0
48744	0
48745	0
48746	0
48747	0
48748	0
48749	0
48750	0
48801	0
48802	0
48803	0
48804	0
48805	0
48806	0
48807	0
48808	0
48809	0
48810	1
48811	1
48812	1
48813	1
48814	1
48815	1
48816	1
48817	1
48818	1
48819	1
48820	0
48821	0
48822	0
48823	0
48824	0
48825	0
48826	0
48827	0
48828	0
48829	0
48830	0
48831	0
48832	0
48883	0
48884	0
48885	0
48886	0
48887	0
48888	0
48889	0
48890	0
48891	1
48892	1
48893	1
48894	1
48895	1
48896	1
48897	1
48898	1
48899	1
48900	1
48901	0
48902	0
48903	0
48904	0
48905	0
48906	0
48907	0
48908	0
48909	0
48910	0
48911	0
48912	0
48913	0
48963	0
48964	0
48965	0
48966	0
48967	0
48968	0
48969	0
48970	0
48971	0
48972	1
48973	1
48974	1
48975	1
48976	1
48977	1
48978	1
48979	1
48980	1
48981	1
48982	0
48983	0
48984	0
48985	0
48986	0
48987	0
48988	0
48989	0
48990	0
48991	0
48992	0
48993	0
48994	0
49044	0
49045	0
49046	0
49047	0
49048	0
49049	0
49050	0
49051	0
49052	0
49053	0
49054	1
49055	1
49056	1
49057	1
49058	1
49059	1
49060	1
49061	1
49062	1
49063	1
49064	0
49065	0
49066	0
49067	0
49068	0
49069	0
49070	0
49071	0
49072	0
49073	0
49074	0
49075	0
