ID	I0001	I0002	I0003	I0004	I0005	I0006	I0007	I0008	I0009	I0010	I0011	I0012	I0013	I0014	I0015	I0016	I0017	I0018	I0019	I0020	I0021	I0022	I0023	I0024	I0025	I0026	I0027	I0028	I0029	I0030	I0031	I0032	I0033	I0034	I0035	I0036	I0037	I0038	I0039	I0040	I0041	I0042	I0043	I0044	I0045	I0046	I0047	I0048	I0049	I0050	I0051	I0052	I0053	I0054	I0055	I0056	I0057	I0058	I0059	I0060	I0061	I0062	I0063	I0064	I0065	I0066	I0067	I0068	I0069	I0070	I0071	I0072	I0073	I0074	I0075	I0076	I0077	I0078	I0079	I0080	I0081	I0082	I0083	I0084	I0085	I0086	I0087	I0088	I0089	I0090	I0091	I0092	I0093	I0094	I0095	I0096	I0097	I0098	I0099	I0100
32239	8	6	7	6	1	3	8	7	2	1	7	1	3	7	2	4	5	1	3	10	8	6	7	10	1	7	8	6	7	1	2	1	7	4	3	1	1	3	3	9	4	6	5	10	7	5	5	5	3	3	5	6	7	1	1	8	8	1	4	8	1	3	10	8	10	3	9	6	3	10	9	2	6	5	7	9	1	8	1	4	9	5	6	4	5	6	1	1	10	7	1	3	8	10	1	10	9	7	3	1
32317	10	6	8	6	1	4	8	1	3	1	7	1	3	5	2	5	10	1	3	10	8	6	7	10	1	1	8	6	7	1	2	1	7	4	3	1	1	3	3	9	5	6	5	10	7	5	5	5	3	10	5	6	7	1	1	8	8	1	4	8	1	4	10	8	9	3	9	6	3	10	9	1	6	5	10	9	1	10	1	4	9	5	6	5	5	6	2	1	10	7	1	3	8	10	1	10	9	7	3	1
32318	10	6	7	6	1	3	8	1	2	1	7	1	3	7	2	5	5	1	3	10	8	6	7	10	1	7	8	6	7	1	2	1	7	4	3	1	1	3	3	9	5	6	5	10	7	5	5	5	3	10	5	6	7	1	1	8	8	1	4	8	1	3	10	8	9	3	9	6	3	10	9	1	6	5	7	9	1	10	1	4	9	5	6	5	5	6	2	1	10	7	1	3	8	10	1	10	9	7	3	1
32319	10	6	7	6	1	3	8	1	2	1	7	1	3	7	2	4	5	1	3	10	8	6	7	10	1	7	8	6	7	1	2	1	7	4	3	1	1	3	3	9	5	6	5	10	7	5	5	5	3	3	5	6	7	1	1	8	8	1	4	8	1	3	10	8	9	3	9	6	3	10	9	2	6	5	7	9	1	10	1	4	9	5	6	5	5	6	2	1	10	7	1	3	8	10	1	10	9	7	3	1
32320	8	6	7	6	1	3	8	7	2	1	7	1	3	7	2	4	5	1	3	10	8	6	7	10	1	7	8	6	7	1	2	1	7	4	3	1	1	3	3	9	5	6	5	10	7	5	5	5	3	3	5	6	7	1	1	8	8	1	4	8	1	3	10	8	9	3	9	6	3	10	9	2	6	5	7	9	1	8	1	4	9	5	6	5	5	6	1	1	10	7	1	3	8	10	1	10	9	7	3	1
32399	10	6	8	6	1	4	8	1	3	1	7	1	3	5	2	5	5	1	3	10	8	6	7	10	1	1	8	6	7	1	2	1	7	4	3	1	1	3	3	9	5	6	5	10	7	5	5	5	3	10	5	6	7	1	1	8	8	1	4	8	1	3	10	8	9	3	9	6	3	10	9	1	6	5	10	9	1	10	1	4	9	5	6	5	5	6	2	1	10	7	1	3	8	10	1	10	9	7	3	1
32400	10	6	7	6	1	3	8	1	2	1	7	1	3	7	2	4	5	1	3	10	8	6	7	10	1	7	8	6	7	1	2	1	7	4	3	1	1	3	3	9	5	6	5	10	7	5	5	5	3	10	5	6	7	1	1	8	8	1	4	8	1	3	10	8	9	3	9	6	3	10	9	2	6	5	7	9	1	10	1	4	9	5	6	5	5	6	2	1	10	7	1	3	8	10	1	10	9	7	3	1
32401	10	6	7	6	1	3	8	7	2	1	7	1	3	7	2	4	5	1	3	10	8	6	7	10	1	7	8	6	7	1	2	1	7	4	3	1	1	3	3	9	5	6	5	10	7	5	5	5	3	3	5	6	7	1	1	8	8	1	4	8	1	3	10	8	9	3	9	6	3	10	9	2	6	5	7	9	1	10	1	4	9	5	6	5	5	6	1	1	10	7	1	3	8	10	1	10	9	7	3	1
32479	10	5	8	6	1	4	8	1	3	1	7	1	3	5	2	5	10	1	3	10	8	6	7	10	1	1	8	6	7	1	2	1	7	4	3	1	1	3	3	9	5	6	5	10	7	5	5	5	3	10	5	6	7	1	1	2	8	1	4	8	1	4	10	8	9	4	9	6	3	10	9	1	6	5	10	9	1	10	1	4	9	5	6	5	5	6	2	1	8	7	1	3	8	10	1	10	9	7	3	1
32480	10	6	8	6	1	4	8	1	3	1	7	1	3	7	2	5	5	1	3	10	8	6	7	10	1	1	8	6	7	1	2	1	7	4	3	1	1	3	3	9	5	6	5	10	7	5	5	5	3	10	5	6	7	1	1	8	8	1	4	8	1	3	10	8	9	3	9	6	3	10	9	1	6	5	7	9	1	10	1	4	9	5	6	5	5	6	2	1	10	7	1	3	8	10	1	10	9	7	3	1
32481	10	6	7	6	1	3	8	1	2	1	7	1	3	7	2	4	5	1	3	10	8	6	7	10	1	7	8	6	7	1	2	1	7	4	3	1	1	3	3	9	5	6	5	10	7	5	5	5	3	10	5	6	7	1	1	8	8	1	4	8	1	3	10	8	9	3	9	6	3	10	9	2	6	5	7	9	1	10	1	4	9	5	6	5	5	6	2	1	10	7	1	3	8	10	1	10	9	7	3	1
32482	10	6	7	6	1	3	8	7	2	1	7	1	3	7	2	4	5	1	3	10	8	6	7	10	1	7	8	6	7	1	2	1	7	4	3	1	1	3	3	9	5	6	5	10	7	5	5	5	3	3	5	6	7	1	1	8	8	1	4	8	1	3	10	8	9	3	9	6	3	10	9	2	6	5	7	9	1	8	1	4	9	5	6	5	5	6	1	1	10	7	1	3	8	10	1	10	9	7	3	1
32561	10	5	8	6	1	4	8	1	3	1	7	1	3	5	2	5	10	1	3	10	8	6	7	10	1	1	8	6	7	1	2	1	7	4	3	1	1	3	3	9	5	6	5	10	7	5	5	5	3	10	5	6	7	1	1	8	8	1	4	8	1	4	10	8	9	4	9	6	3	10	9	1	6	5	10	9	1	10	1	4	9	5	6	5	5	6	2	1	8	7	1	3	8	10	1	10	9	7	3	1
32562	10	6	7	6	1	4	8	1	2	1	7	1	3	7	2	5	5	1	3	10	8	6	7	10	1	7	8	6	7	1	2	1	7	4	3	1	1	3	3	9	5	6	5	10	7	5	5	5	3	10	5	6	7	1	1	8	8	1	4	8	1	3	10	8	9	3	9	6	3	10	9	1	6	5	7	9	1	10	1	4	9	5	6	5	5	6	2	1	10	7	1	3	8	10	1	10	9	7	3	1
32563	10	6	7	6	1	3	8	1	2	1	7	1	3	7	2	4	5	1	3	10	8	6	7	10	1	7	8	6	7	1	2	1	7	4	3	1	1	3	3	9	5	6	5	10	7	5	5	5	3	3	5	6	7	1	1	8	8	1	4	8	1	3	10	8	9	3	9	6	3	10	9	2	6	5	7	9	1	10	1	4	9	5	6	5	5	6	2	1	10	7	1	3	8	10	1	10	9	7	3	1
32643	10	6	8	6	1	4	8	1	3	1	7	1	3	5	2	5	10	1	3	10	8	6	7	10	1	1	8	6	7	1	2	1	7	4	3	1	1	3	3	9	5	6	5	10	7	5	5	5	3	10	5	6	7	1	1	8	8	1	4	8	1	4	10	8	9	4	9	6	3	10	9	1	6	5	7	9	1	10	1	4	9	5	6	5	5	6	2	1	8	7	1	3	8	10	1	10	9	7	3	1
32644	10	6	7	6	1	4	8	1	2	1	7	1	3	7	2	4	5	1	3	10	8	6	7	10	1	7	8	6	7	1	2	1	7	4	3	1	1	3	3	9	5	6	5	10	7	5	5	5	3	10	5	6	7	1	1	8	8	1	4	8	1	3	10	8	9	3	9	6	3	10	9	2	6	5	7	9	1	10	1	4	9	5	6	5	5	6	2	1	10	7	1	3	8	10	1	10	9	7	3	1
32723	10	5	8	6	1	4	8	1	3	1	7	1	3	5	2	5	10	1	3	10	8	6	7	10	1	1	8	6	7	1	2	1	7	4	3	1	1	3	3	9	5	6	5	10	7	8	5	5	3	10	5	6	7	1	1	2	8	1	4	8	1	4	10	8	9	4	9	6	3	10	9	1	6	5	10	9	1	10	1	4	9	5	6	5	5	6	2	1	8	7	1	3	8	10	1	10	9	7	3	1
32724	10	6	7	6	1	4	8	1	3	1	7	1	3	7	2	5	5	1	3	10	8	6	7	10	1	7	8	6	7	1	2	1	7	4	3	1	1	3	3	9	5	6	5	10	7	5	5	5	3	10	5	6	7	1	1	8	8	1	4	8	1	3	10	8	9	4	9	6	3	10	9	1	6	5	7	9	1	10	1	4	9	5	6	5	5	6	2	1	10	7	1	3	8	10	1	10	9	7	3	1
32725	10	6	7	6	1	4	8	1	2	1	7	1	3	7	2	4	5	1	3	10	8	6	7	10	1	7	8	6	7	1	2	1	7	4	3	1	1	3	3	9	5	6	5	10	7	5	5	5	3	10	5	6	7	1	1	8	8	1	4	8	1	3	10	8	9	3	9	6	3	10	9	2	6	5	7	9	1	10	1	4	9	5	6	5	5	6	2	1	10	7	1	3	8	10	1	10	9	7	3	1
32804	10	5	8	6	1	4	8	1	3	1	7	1	3	5	2	5	10	1	3	10	8	7	7	10	1	1	8	6	7	1	2	1	7	3	3	1	1	3	3	9	5	6	5	10	7	8	9	5	3	10	5	6	7	1	1	2	8	1	4	8	1	4	10	8	9	4	9	6	3	10	9	1	6	5	10	9	1	10	1	4	9	5	6	5	5	6	2	1	8	7	1	3	8	10	1	10	9	7	3	1
32805	10	5	8	6	1	4	8	1	3	1	7	1	3	5	2	5	10	1	3	10	8	6	7	10	1	1	8	6	7	1	2	1	7	4	3	1	1	3	3	9	5	6	5	10	7	8	5	5	3	10	5	6	7	1	1	8	8	1	4	8	1	4	10	8	9	4	9	6	3	10	9	1	6	5	10	9	1	10	1	4	9	5	6	5	5	6	2	1	8	7	1	3	8	10	1	10	9	7	3	1
32806	10	6	7	6	1	4	8	1	2	1	7	1	3	7	2	4	5	1	3	10	8	6	7	10	1	7	8	6	7	1	2	1	7	4	3	1	1	3	3	9	5	6	5	10	7	5	5	5	3	10	5	6	7	1	1	8	8	1	4	8	1	3	10	8	9	4	9	6	3	10	9	2	6	5	7	9	1	10	1	4	9	5	6	5	5	6	2	1	10	7	1	3	8	10	1	10	9	7	3	1
32886	10	5	8	6	1	4	8	1	3	1	7	1	3	5	2	5	10	1	3	10	8	7	7	10	1	1	8	6	7	1	2	1	7	3	3	1	1	3	3	9	5	6	5	10	7	8	9	5	3	10	5	6	7	1	1	2	8	1	4	8	1	4	10	8	9	4	9	6	3	10	9	1	6	5	10	9	1	10	1	4	9	5	6	5	5	6	2	1	8	7	1	3	8	10	1	10	9	7	3	1
32887	10	5	8	6	1	4	8	1	3	1	7	1	3	5	2	5	10	1	3	10	8	6	7	10	1	1	8	6	7	1	2	1	7	4	3	1	1	3	3	9	5	6	5	10	7	8	5	5	3	10	5	6	7	1	1	8	8	1	4	8	1	4	10	8	9	4	9	6	3	10	9	1	6	5	7	9	1	10	1	4	9	5	6	5	5	6	2	1	8	7	1	3	8	10	1	10	9	7	3	1
32966	10	5	8	6	1	4	8	1	3	1	7	1	3	5	2	5	10	1	3	10	8	7	7	10	1	1	8	6	7	1	2	1	7	3	3	1	1	4	3	9	5	6	5	10	7	8	9	5	3	10	5	6	7	1	1	2	8	1	4	8	1	4	10	8	9	4	9	6	3	10	9	1	6	5	10	9	1	10	1	4	9	5	6	5	5	6	2	1	8	7	1	3	8	10	1	10	9	7	3	1
32967	10	5	8	6	1	4	8	1	3	1	7	1	3	5	2	5	10	1	3	10	8	6	7	10	1	1	8	6	7	1	2	1	7	3	3	1	1	3	3	9	5	6	5	10	7	8	5	5	3	10	5	6	7	1	1	2	8	1	4	8	1	4	10	8	9	4	9	6	3	10	9	1	6	5	10	9	1	10	1	4	9	5	6	5	5	6	2	1	8	7	1	3	8	10	1	10	9	7	3	1
32968	10	6	7	6	1	4	8	1	2	1	7	1	3	5	2	5	5	1	3	10	8	6	7	10	1	7	8	6	7	1	2	1	7	4	3	1	1	3	3	9	5	6	5	10	7	8	5	5	3	10	5	6	7	1	1	8	8	1	4	8	1	3	10	8	9	4	9	6	3	10	9	1	6	5	7	9	1	10	1	4	9	5	6	5	5	6	2	1	8	7	1	3	8	10	1	10	9	7	3	1
33048	10	5	8	6	1	4	8	1	3	1	7	1	3	5	2	5	10	1	3	10	8	7	7	10	1	1	8	6	7	1	2	1	7	3	3	1	1	3	3	9	5	6	5	10	7	8	9	5	3	10	5	6	7	1	1	2	8	1	4	8	1	4	10	8	9	4	9	6	3	10	9	1	6	5	10	9	1	10	1	4	9	5	6	5	5	6	2	1	8	7	1	3	8	10	1	10	9	7	3	1
33049	10	5	8	6	1	4	8	1	3	1	7	1	3	5	2	5	10	1	3	10	8	6	7	10	1	1	8	6	7	1	2	1	7	4	3	1	1	3	3	9	5	6	5	10	7	8	5	5	3	10	5	6	7	1	1	8	8	1	4	8	1	4	10	8	9	4	9	6	3	10	9	1	6	5	7	9	1	10	1	4	9	5	6	5	5	6	2	1	8	7	1	3	8	10	1	10	9	7	3	1
33129	10	5	8	6	1	4	8	1	3	1	7	1	3	5	2	5	10	1	3	10	1	7	7	10	1	1	8	6	7	1	2	1	7	3	3	1	1	4	3	9	5	6	5	10	7	8	9	5	3	10	5	6	7	1	1	2	8	1	4	8	1	4	10	8	9	4	9	6	3	10	9	1	6	5	10	9	1	10	1	4	9	5	6	5	5	6	2	1	8	7	1	3	8	10	1	10	9	7	3	1
33130	10	5	8	6	1	4	8	1	3	1	7	1	3	5	2	5	10	1	3	10	8	6	7	10	1	1	8	6	7	1	2	1	7	3	3	1	1	3	3	9	5	6	5	10	7	8	9	5	3	10	5	6	7	1	1	2	8	1	4	8	1	4	10	8	9	4	9	6	3	10	9	1	6	5	10	9	1	10	1	4	9	5	6	5	5	6	2	1	8	7	1	3	8	10	1	10	9	7	3	1
33210	10	5	8	6	1	4	8	1	3	1	7	1	3	5	2	5	10	1	3	10	8	7	7	10	1	1	8	6	7	1	2	1	7	3	3	1	1	4	3	9	5	6	5	8	7	8	9	5	3	10	5	6	7	1	1	2	8	1	4	8	1	4	10	8	9	4	9	6	3	10	9	1	6	5	10	9	1	10	1	4	9	5	6	5	5	6	2	1	8	7	1	5	8	10	1	10	9	7	3	1
33211	10	5	8	6	1	4	8	1	3	1	7	1	3	5	2	5	10	1	3	10	8	6	7	10	1	1	8	6	7	1	2	1	7	3	3	1	1	3	3	9	5	6	5	10	7	8	9	5	3	10	5	6	7	1	1	2	8	1	4	8	1	4	10	8	9	4	9	6	3	10	9	1	6	5	10	9	1	10	1	4	9	5	6	5	5	6	2	1	8	7	1	3	8	10	1	10	9	7	3	1
33291	10	5	8	6	1	4	8	1	3	1	7	1	3	5	2	5	10	1	3	10	1	7	7	10	1	1	8	6	7	1	2	1	7	3	3	1	1	4	3	9	5	6	5	8	7	8	9	5	3	10	5	6	7	1	1	2	8	1	4	8	1	4	10	8	9	4	9	6	3	10	9	1	6	5	10	9	1	10	1	4	9	4	6	5	5	6	2	1	8	7	1	5	1	10	1	10	5	7	3	1
33292	10	5	8	6	1	4	8	1	3	1	7	1	3	5	2	5	10	1	3	10	8	7	7	10	1	1	8	6	7	1	2	1	7	3	3	1	1	3	3	9	5	6	5	8	7	8	9	5	3	10	5	6	7	1	1	2	8	1	4	8	1	4	10	8	9	4	9	6	3	10	9	1	6	5	10	9	1	10	1	4	9	4	6	5	5	6	2	1	8	7	1	5	8	10	1	10	5	7	3	1
33373	10	5	8	6	1	4	8	1	3	1	7	1	3	5	2	5	10	1	3	9	1	7	7	10	1	1	8	6	7	1	2	1	7	3	3	1	1	4	3	9	5	6	5	8	7	8	9	5	3	10	5	6	7	1	1	2	8	1	4	8	1	4	10	8	9	4	9	6	3	10	9	1	6	5	10	9	1	10	1	4	9	4	6	5	5	6	2	1	8	7	1	5	1	10	1	10	5	7	3	1
33453	10	5	8	6	1	4	8	1	3	1	7	1	3	5	2	5	10	1	3	9	1	7	7	10	1	1	8	6	7	1	2	1	7	3	3	1	1	4	3	9	5	6	5	8	7	8	9	5	3	10	5	6	7	1	1	2	8	1	4	8	1	4	10	8	9	4	9	6	3	10	9	1	6	5	10	9	1	10	1	4	9	4	6	5	5	6	3	1	8	7	1	5	1	10	1	10	5	7	3	1
33454	10	5	8	6	1	4	8	1	3	1	7	1	3	5	2	5	10	1	3	9	1	7	7	10	1	1	8	6	7	1	2	1	7	3	3	1	1	4	3	9	5	6	5	8	7	8	9	5	3	10	5	6	7	1	1	2	8	1	4	8	1	4	10	8	9	4	9	6	3	10	9	1	6	5	10	9	1	10	1	4	9	4	6	5	5	6	2	1	8	7	1	5	1	10	1	10	5	7	3	1
33534	10	5	8	6	1	4	8	1	3	1	7	1	3	5	3	5	10	1	3	9	1	7	7	10	1	1	8	10	7	1	2	1	7	3	7	1	1	4	3	9	5	6	5	8	7	8	9	8	3	10	5	6	7	1	1	2	8	1	4	8	1	4	5	10	9	4	9	6	3	10	9	1	6	5	10	9	1	10	1	4	9	4	6	5	5	6	3	1	8	7	1	5	1	10	1	10	5	7	3	1
33535	10	5	8	6	1	4	8	1	3	1	7	1	3	5	2	5	10	1	3	9	1	7	7	10	1	1	8	6	7	1	2	1	7	3	3	1	1	4	3	9	5	6	5	8	7	8	9	5	3	10	5	6	7	1	1	2	8	1	4	8	1	4	10	8	9	4	9	6	3	10	9	1	6	5	10	9	1	10	1	4	9	4	6	5	5	6	3	1	8	7	1	5	1	10	1	10	5	7	3	1
33616	10	5	8	6	1	4	8	1	3	1	7	1	3	5	3	5	10	1	3	9	1	7	7	10	1	1	8	6	7	1	2	1	7	3	7	1	1	4	3	9	5	6	5	8	7	8	9	8	3	10	5	6	7	1	1	2	8	1	4	8	1	4	5	10	9	4	9	6	3	10	9	1	6	5	10	9	1	10	1	4	9	4	6	5	5	6	3	1	8	7	1	5	1	10	1	10	5	7	3	1
33696	10	5	8	6	1	4	8	1	3	1	1	1	3	5	3	5	10	1	6	9	1	7	7	3	1	1	8	10	7	1	2	1	7	3	7	1	1	4	3	9	5	6	5	8	7	8	9	8	3	10	5	6	7	1	1	2	8	2	4	8	1	4	5	10	9	5	9	6	3	8	9	1	6	5	10	9	1	10	1	4	9	4	6	5	5	6	3	1	8	7	1	5	1	10	1	10	5	7	6	1
33697	10	5	8	6	1	4	8	1	3	1	7	1	3	5	3	5	10	1	6	9	1	7	7	10	1	1	8	6	7	1	2	1	7	3	7	1	1	4	3	9	5	6	5	8	7	8	9	8	3	10	5	6	7	1	1	2	8	2	4	8	1	4	5	8	9	4	9	6	3	10	9	1	6	5	10	9	1	10	1	4	9	4	6	5	5	6	3	1	8	7	1	5	1	10	1	10	5	7	6	1
33777	10	5	8	6	1	4	8	1	3	1	1	1	4	5	3	5	10	1	6	9	1	7	7	3	1	1	7	10	7	1	2	1	7	3	7	1	1	4	3	9	5	6	5	8	7	8	9	8	3	10	5	6	7	1	1	2	8	2	4	8	1	4	5	10	9	5	9	7	3	8	8	1	6	5	10	9	1	10	1	4	9	4	6	5	5	6	3	1	8	7	1	5	1	10	1	10	5	7	6	1
33778	10	5	8	6	1	4	8	1	3	1	1	1	3	5	3	5	10	1	6	9	1	7	7	3	1	1	8	10	7	1	2	1	7	3	7	1	1	4	3	9	5	6	5	8	7	8	9	8	3	10	5	6	7	1	1	2	8	2	4	8	1	4	5	10	9	5	9	6	3	8	9	1	6	5	10	9	1	10	1	4	9	4	6	5	5	6	3	1	8	7	1	5	1	10	1	10	5	7	6	1
33859	10	5	8	6	1	4	8	1	3	1	1	1	3	5	3	5	10	1	6	9	1	7	7	3	1	1	7	10	7	1	2	1	7	3	7	1	1	4	3	9	5	6	5	8	7	8	9	8	3	10	5	6	7	1	1	2	8	2	4	8	1	4	5	10	9	5	9	7	3	8	8	1	6	5	10	9	1	10	1	4	9	4	6	5	5	6	3	1	8	7	1	5	1	10	1	10	5	7	6	1
33939	10	5	8	6	1	4	8	1	3	1	1	1	4	1	3	5	10	1	6	9	1	7	7	3	1	1	7	10	7	1	2	1	7	3	7	1	1	4	3	9	5	6	5	8	7	8	9	8	3	10	5	6	7	1	1	2	8	2	4	8	1	4	5	10	9	5	9	7	3	8	8	1	6	5	10	9	1	10	1	4	9	4	6	5	5	6	3	1	8	7	1	5	1	10	1	10	5	7	6	1
33940	10	5	8	6	1	4	8	1	3	1	1	1	3	5	3	5	10	1	6	9	1	7	7	3	1	1	7	10	7	1	2	1	7	3	7	1	1	4	3	9	5	6	5	8	7	8	9	8	3	10	5	6	7	1	1	2	8	2	4	8	1	4	5	10	9	5	9	6	3	8	8	1	6	5	10	9	1	10	1	4	9	4	6	5	5	6	3	1	8	7	1	5	1	10	1	10	5	7	6	1
34021	10	5	8	6	1	4	8	1	3	1	1	1	4	5	3	5	10	1	6	9	1	7	7	3	1	1	7	10	7	1	2	1	7	3	7	1	1	4	3	9	5	6	5	8	7	8	9	8	3	10	5	6	7	1	1	2	8	2	4	8	1	4	5	10	9	5	9	7	3	8	8	1	6	5	10	9	1	10	1	6	9	4	6	5	5	6	3	1	8	7	1	5	1	10	1	10	5	7	6	1
34102	10	1	8	6	1	4	8	1	3	1	1	1	4	1	3	5	10	1	6	9	1	7	7	3	1	1	7	10	7	1	2	1	7	8	7	1	1	4	3	9	5	6	5	8	7	8	9	8	3	10	5	6	7	1	1	2	8	2	4	8	1	5	5	10	8	5	9	7	3	8	8	1	6	5	10	9	1	10	1	6	9	4	6	5	5	6	3	1	8	7	1	5	1	10	1	10	5	7	6	1
34182	10	1	8	6	1	4	8	1	3	1	1	1	4	1	3	5	10	1	6	9	1	7	7	3	1	1	7	10	7	1	2	1	7	8	7	1	1	4	3	9	5	6	5	8	7	8	9	8	3	10	5	6	7	1	1	2	8	2	4	8	1	5	5	10	8	5	9	7	3	8	8	1	6	5	10	6	1	10	1	6	9	4	6	5	5	6	3	1	8	7	1	5	1	10	1	10	5	7	6	1
34183	10	1	8	6	1	4	8	1	3	1	1	1	4	1	3	5	10	1	6	9	1	7	7	3	1	1	7	10	7	1	2	1	7	8	7	1	1	4	3	9	5	6	5	8	7	8	9	8	3	10	5	6	7	1	1	2	8	2	4	8	1	5	5	10	8	5	9	7	3	8	8	1	6	5	10	6	1	10	1	6	9	4	6	5	5	6	3	1	8	7	1	5	1	10	1	10	5	7	6	1
34264	10	1	8	6	1	4	8	1	3	1	1	1	4	1	3	5	10	1	6	9	1	7	7	3	1	1	7	10	7	1	2	1	7	8	7	1	1	4	3	9	5	6	5	8	7	8	9	8	5	10	5	6	7	1	1	2	8	2	4	8	1	5	5	10	8	5	9	7	3	8	8	1	6	5	10	6	1	10	1	6	9	4	6	5	5	6	3	1	8	7	1	5	1	10	1	10	5	7	6	1
