ID	I0001	I0002	I0003	I0004	I0005	I0006	I0007	I0008	I0009	I0010	I0011	I0012	I0013	I0014	I0015	I0016	I0017	I0018	I0019	I0020	I0021	I0022	I0023	I0024	I0025	I0026	I0027	I0028	I0029	I0030	I0031	I0032	I0033	I0034	I0035	I0036	I0037	I0038	I0039	I0040	I0041	I0042	I0043	I0044	I0045	I0046	I0047	I0048	I0049	I0050	I0051	I0052	I0053	I0054	I0055	I0056	I0057	I0058	I0059	I0060	I0061	I0062	I0063	I0064	I0065	I0066	I0067	I0068	I0069	I0070	I0071	I0072	I0073	I0074	I0075	I0076	I0077	I0078	I0079	I0080	I0081	I0082	I0083	I0084	I0085	I0086	I0087	I0088	I0089	I0090	I0091	I0092	I0093	I0094	I0095	I0096	I0097	I0098	I0099	I0100
59090	8	10	6	1	6	10	3	10	6	10	6	6	1	9	5	6	6	6	6	8	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	9	2	1	10	6	1	8	6	1	1	10	1	6	2	1	9	7	5	6	10	6	7	5	3	8	1	1	10	2	3	1	1	4	1	1	1	8	5
59091	8	10	6	1	6	10	3	9	6	10	6	6	1	9	5	6	10	6	6	8	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	9	2	1	10	6	1	8	6	1	1	10	1	6	2	1	5	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	3	1	1	1	9	5
59092	8	10	6	1	6	10	3	9	6	10	6	6	1	9	5	6	10	6	6	8	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	9	2	1	10	6	1	8	6	1	1	10	1	6	2	1	5	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	3	1	1	1	9	5
59093	8	10	6	1	6	10	3	9	6	10	6	6	1	5	5	6	10	6	6	2	9	10	5	1	7	6	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	9	2	1	10	6	1	8	6	1	1	10	1	6	1	1	5	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	3	1	1	1	9	5
59171	8	10	6	1	6	10	3	9	6	10	6	6	1	9	5	6	10	6	6	8	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	9	2	1	10	6	1	8	6	1	1	10	1	6	2	1	5	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	3	1	1	1	8	5
59172	8	10	6	1	6	10	3	9	6	10	6	6	1	9	5	6	10	6	6	8	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	9	2	1	10	6	1	8	6	1	1	10	1	6	2	1	5	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	3	1	1	1	9	5
59173	8	10	6	1	6	10	3	9	6	10	6	6	1	5	5	6	10	6	6	2	9	10	5	1	7	6	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	9	2	1	10	6	1	8	6	1	1	10	1	6	1	1	5	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	3	1	1	1	9	5
59251	8	10	6	1	6	10	4	10	6	10	6	6	1	9	5	6	6	6	6	8	9	10	5	1	7	5	10	6	1	7	10	6	1	6	6	5	4	6	10	5	1	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	1	2	1	10	6	1	8	6	1	1	10	1	6	2	1	9	7	5	6	10	6	7	5	4	8	1	1	10	2	4	1	1	4	1	1	1	8	5
59252	8	10	6	1	6	10	3	10	6	10	6	6	1	9	5	6	6	6	6	8	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	9	2	1	10	6	1	8	6	1	1	10	1	6	2	1	9	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	3	1	1	1	8	5
59253	8	10	6	1	6	10	3	9	6	10	6	6	1	9	5	6	10	6	6	8	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	9	2	1	10	6	1	8	6	1	1	10	1	6	2	1	5	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	3	1	1	1	9	5
59254	8	10	6	1	6	10	3	9	6	10	6	6	1	9	5	6	10	6	6	2	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	9	2	1	10	6	1	8	6	1	1	10	1	6	2	1	5	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	3	1	1	1	9	5
59262	9	10	6	1	6	6	1	9	6	10	6	6	6	5	5	6	10	6	6	10	9	10	5	1	7	6	10	7	1	7	10	6	1	6	6	4	4	6	8	5	9	4	1	10	9	1	6	1	4	9	1	8	1	1	7	6	2	5	5	9	6	5	9	1	1	5	6	1	8	5	7	5	10	1	6	1	1	5	7	5	5	6	6	10	5	2	5	7	1	10	1	1	1	8	3	1	1	10	10	5
59332	8	10	6	1	6	10	4	10	6	8	6	6	1	9	5	6	6	6	6	8	9	10	5	1	7	5	10	6	1	1	10	6	1	6	6	5	4	6	10	5	1	5	2	5	9	1	1	2	4	1	1	8	1	1	7	1	4	5	5	9	6	5	1	2	1	10	6	1	8	6	1	1	10	1	6	2	1	9	7	5	6	10	6	7	5	4	8	1	1	10	2	4	1	1	4	1	1	1	8	5
59333	8	10	6	1	6	10	3	10	6	10	6	6	1	9	5	6	6	6	6	8	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	1	2	1	10	6	1	8	6	1	1	10	1	6	2	1	9	7	5	6	10	6	7	5	3	8	1	1	10	2	3	1	1	4	1	1	1	8	5
59334	8	10	6	1	6	10	3	9	6	10	6	6	1	9	5	6	10	6	6	8	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	9	2	1	10	6	1	8	6	1	1	10	1	6	2	1	5	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	3	1	1	1	9	5
59335	8	10	6	1	6	10	3	9	6	10	6	6	1	9	5	6	10	6	6	8	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	9	2	1	10	6	1	8	6	1	1	10	1	6	2	1	5	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	3	1	1	1	9	5
59336	8	10	6	1	6	10	3	9	6	10	6	6	1	5	5	6	10	6	6	2	9	10	5	1	7	6	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	4	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	9	2	1	10	6	1	8	6	7	1	10	1	6	1	1	5	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	3	1	1	1	9	5
59344	9	10	6	1	6	6	1	9	6	10	6	6	6	5	5	6	10	6	6	10	9	10	5	1	7	6	10	7	1	7	10	6	1	6	6	4	4	6	8	5	9	4	1	10	9	1	6	1	4	9	1	8	1	1	7	6	2	5	5	9	6	5	9	1	1	5	6	1	8	5	7	5	10	1	6	1	1	5	7	5	5	6	6	10	5	2	5	7	1	10	1	1	8	8	3	1	1	10	10	5
59413	8	10	6	1	6	10	3	10	6	10	6	6	1	9	5	6	6	6	6	8	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	1	2	1	10	6	1	8	6	1	1	10	1	6	2	1	9	7	5	6	10	6	7	5	3	8	1	1	10	2	4	1	1	4	1	1	1	8	5
59414	8	10	6	1	6	10	3	10	6	10	6	6	1	9	5	6	10	6	6	8	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	9	2	1	10	6	1	8	6	1	1	10	1	6	2	1	5	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	3	1	1	1	8	5
59415	8	10	6	1	6	10	3	9	6	10	6	6	1	9	5	6	10	6	6	8	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	9	2	1	10	6	1	8	6	1	1	10	1	6	2	1	5	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	3	1	1	1	9	5
59416	8	10	6	1	6	10	3	9	6	10	6	6	1	5	5	6	10	6	6	2	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	9	2	1	10	6	1	8	6	1	1	10	1	6	2	1	5	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	3	1	1	1	9	5
59424	9	10	6	1	6	6	1	9	6	10	6	6	6	5	5	6	10	6	6	10	9	10	5	1	7	6	10	7	1	7	10	6	1	6	6	4	4	6	8	5	9	4	1	10	9	1	6	1	4	9	1	8	1	1	7	6	2	5	5	9	6	5	9	1	1	5	6	1	8	5	7	5	10	1	6	1	1	5	7	5	5	6	6	10	5	2	5	7	1	10	1	1	8	8	3	1	1	10	10	5
59425	9	10	6	1	6	6	1	9	6	10	6	6	6	5	5	6	10	6	6	10	9	10	5	1	7	6	10	8	1	7	10	6	1	6	6	4	4	6	8	5	9	3	1	10	9	1	6	1	4	9	1	8	1	1	7	6	2	5	5	9	6	5	9	1	1	5	6	1	8	5	7	5	10	1	6	1	1	5	7	5	5	6	6	10	5	2	5	7	1	10	1	1	8	8	3	1	1	10	10	5
59494	8	10	6	1	6	10	4	10	6	10	6	6	1	9	5	6	6	6	6	8	9	10	5	1	7	5	10	6	1	1	10	6	1	6	6	5	4	6	10	5	9	5	2	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	1	2	1	10	6	1	8	6	1	1	10	1	6	2	1	9	7	5	6	10	6	7	5	4	8	1	1	10	2	4	1	1	4	1	1	1	8	5
59495	8	10	6	1	6	10	3	10	6	10	6	6	1	9	5	6	6	6	6	8	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	1	2	1	10	6	1	8	6	1	1	10	1	6	2	1	9	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	4	1	1	1	8	5
59496	8	10	6	1	6	10	3	9	6	10	6	6	1	9	5	6	10	6	6	8	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	9	2	1	10	6	1	8	6	1	1	10	1	6	2	1	5	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	3	1	1	1	9	5
59497	8	10	6	1	6	10	3	9	6	10	6	6	1	9	5	6	10	6	6	2	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	9	2	1	10	6	1	8	6	1	1	10	1	6	2	1	5	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	3	1	1	1	9	5
59506	9	10	6	1	6	6	1	9	6	10	6	6	6	5	5	6	10	6	6	10	9	10	5	1	7	6	10	7	1	7	10	6	1	6	6	4	4	6	8	5	9	3	1	10	9	1	6	1	4	9	1	8	1	1	7	6	2	5	5	9	6	5	9	1	1	5	6	1	8	5	7	5	10	1	6	1	1	5	7	5	5	6	6	10	5	2	5	7	1	10	1	1	8	8	3	1	1	10	10	5
59507	9	10	6	9	6	6	1	9	6	10	6	6	6	5	5	6	10	6	6	10	9	10	5	1	7	6	10	8	1	7	10	6	1	6	6	4	4	6	8	5	9	3	1	10	9	1	6	1	4	9	1	8	1	1	7	6	2	5	5	9	6	5	9	1	1	5	6	1	8	5	7	5	7	1	6	1	1	5	7	5	5	4	6	10	5	2	5	7	1	8	1	1	8	8	3	1	1	10	10	5
59576	8	10	6	1	6	10	3	10	6	10	6	6	1	9	5	6	6	6	6	8	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	1	2	1	10	6	1	8	6	1	1	10	1	6	2	1	9	7	5	6	10	6	7	5	3	8	1	1	10	2	3	1	1	4	1	1	1	8	5
59577	8	10	6	1	6	10	3	10	6	10	6	6	1	9	5	6	10	6	6	8	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	1	2	1	10	6	1	8	6	1	1	10	1	6	2	1	5	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	3	1	1	1	9	5
59578	8	10	6	1	6	10	3	9	6	10	6	6	1	9	5	6	10	6	6	8	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	9	2	1	10	6	1	8	6	1	1	10	1	6	2	1	5	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	3	1	1	1	9	5
59579	8	10	6	1	6	10	3	9	6	10	6	6	1	5	5	6	10	6	6	2	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	4	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	9	2	1	10	6	1	8	6	7	1	10	1	6	2	1	5	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	3	1	1	1	9	5
59587	9	10	6	1	6	6	1	9	6	10	6	6	6	5	5	6	10	6	6	10	9	10	5	1	7	6	10	7	1	7	10	6	1	6	6	4	4	6	8	5	9	3	1	10	9	1	6	1	4	9	1	8	1	1	7	6	2	5	5	9	6	5	9	1	1	5	6	1	8	5	7	5	10	1	6	1	1	5	7	5	5	6	6	10	5	2	5	7	1	10	1	1	8	8	3	1	1	10	10	5
59588	9	10	6	9	6	6	1	9	6	10	6	6	6	5	5	6	10	6	6	10	9	10	5	1	7	6	10	8	1	7	10	6	1	6	6	4	4	6	8	5	9	3	1	10	9	1	6	1	4	9	1	8	1	1	7	6	2	5	5	9	6	5	9	1	1	5	6	1	8	5	7	5	7	1	6	1	1	5	7	5	5	6	6	10	5	2	5	7	1	8	1	1	8	8	3	1	1	10	10	5
59589	9	10	6	9	6	6	1	9	6	10	6	6	6	5	5	6	10	6	6	10	9	10	5	1	7	6	10	8	1	7	10	6	1	6	6	4	4	6	8	5	9	3	1	10	9	1	6	1	4	9	1	8	1	1	7	7	2	4	5	9	6	5	9	1	1	5	6	1	8	5	7	5	7	1	6	1	1	5	7	5	5	4	6	10	5	2	5	7	1	8	1	1	8	8	2	1	1	10	10	5
59656	8	10	10	1	6	10	4	10	6	10	6	6	1	9	5	6	6	6	6	8	9	10	5	1	7	5	10	9	1	1	10	6	1	6	6	5	4	6	10	5	9	5	2	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	1	2	1	10	6	1	8	6	1	1	10	1	6	2	1	9	7	5	6	10	6	7	5	4	8	1	1	10	2	4	1	1	4	1	1	1	8	5
59657	8	10	6	1	6	10	3	10	6	10	6	6	1	9	5	6	10	6	6	8	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	1	2	1	10	6	1	8	6	1	1	10	1	6	2	1	5	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	3	1	1	1	8	5
59658	8	10	6	1	6	10	3	9	6	10	6	6	1	9	5	6	10	6	6	8	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	9	2	1	10	6	1	8	6	1	1	10	1	6	2	1	5	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	3	1	1	1	9	5
59659	8	10	6	1	6	10	3	9	6	10	6	6	1	9	5	6	10	6	6	2	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	4	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	9	2	1	10	6	1	8	6	7	1	10	1	6	2	1	5	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	3	1	1	1	9	5
59668	9	10	6	9	6	6	1	9	6	10	6	6	6	5	5	6	10	6	6	10	9	10	5	1	7	6	10	8	1	7	10	6	1	6	6	4	4	6	8	5	9	3	1	10	9	1	6	1	4	9	1	8	1	1	7	6	2	5	5	9	6	5	9	1	1	5	6	1	8	5	7	5	7	1	6	1	1	5	7	5	5	6	6	10	5	2	5	7	1	10	1	1	8	8	3	1	1	10	10	5
59669	9	10	6	9	6	6	1	9	6	10	6	6	6	5	5	6	10	6	6	10	9	10	5	1	7	6	10	8	1	7	10	6	1	6	6	4	4	6	8	5	9	3	1	10	9	1	6	1	4	9	1	8	1	1	7	6	2	4	5	9	6	5	9	1	1	5	6	1	8	5	7	5	7	1	6	1	1	5	7	5	5	4	6	10	5	2	5	7	1	8	1	1	8	8	2	1	1	10	10	5
59670	9	10	6	9	6	6	1	9	6	10	6	6	6	5	5	6	10	6	6	10	9	10	5	9	7	6	10	8	1	7	10	6	1	6	6	4	4	6	4	5	9	3	1	10	9	8	6	1	4	9	1	8	1	1	7	7	2	4	5	9	6	5	9	1	1	5	6	1	8	5	7	5	7	1	6	1	1	5	7	5	5	4	6	10	5	2	5	7	1	8	1	1	8	8	2	1	1	10	10	5
59736	8	10	10	1	9	10	4	10	6	8	6	6	1	9	5	6	6	10	6	8	1	1	5	1	7	10	10	6	1	1	10	6	2	10	6	5	4	6	10	5	1	5	2	5	9	1	1	2	4	1	1	8	1	1	7	1	4	5	5	1	6	5	1	2	1	10	6	1	8	6	1	1	10	1	6	2	1	9	7	5	6	10	10	7	5	4	8	1	1	10	2	4	1	1	4	1	1	1	8	5
59737	8	10	10	1	6	10	4	10	6	10	6	6	1	9	5	6	6	6	6	8	9	1	5	1	7	5	10	6	1	1	10	6	1	6	6	5	4	6	10	5	9	5	2	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	1	6	5	1	2	1	10	6	1	8	6	1	1	10	1	6	2	1	9	7	5	6	10	6	7	5	4	8	1	1	10	2	4	1	1	4	1	1	1	8	5
59738	8	10	6	1	6	10	3	10	6	10	6	6	1	9	5	6	10	6	6	8	9	10	5	1	7	5	10	9	1	1	10	6	1	6	6	5	4	6	10	5	9	5	2	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	1	2	1	10	6	1	8	6	1	1	10	1	6	2	1	9	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	4	1	1	1	8	5
59739	8	10	6	1	6	10	3	10	6	10	6	6	1	9	5	6	10	6	6	8	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	5	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	1	2	1	10	6	1	8	6	1	1	10	1	6	2	1	5	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	3	1	1	1	9	5
59740	8	10	6	1	6	10	3	9	6	10	6	6	1	9	5	6	10	6	6	2	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	4	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	9	2	1	10	6	1	8	6	1	1	10	1	6	2	1	5	7	5	6	10	6	8	5	3	8	1	1	10	2	3	1	1	3	1	1	1	9	5
59741	8	10	6	1	6	10	3	9	6	10	6	6	1	5	5	6	10	6	6	2	9	10	5	1	7	5	10	9	1	7	10	6	1	6	6	5	4	6	10	5	9	4	1	5	9	1	1	2	4	1	1	8	1	1	7	1	3	5	5	9	6	5	9	2	1	5	6	1	8	6	7	1	10	1	6	2	1	5	7	5	6	10	6	8	5	3	8	1	1	10	2	2	1	1	3	1	1	1	9	5
59749	9	10	6	9	6	6	1	9	6	10	6	6	6	5	5	6	10	6	6	10	9	10	5	1	7	6	10	8	1	7	10	6	1	6	6	4	4	6	8	5	9	3	1	10	9	1	6	1	4	9	1	8	1	1	7	6	2	5	5	9	6	5	9	1	1	5	6	1	8	5	7	5	7	1	6	1	1	5	7	5	5	6	6	10	5	2	5	7	1	10	1	1	8	8	3	1	1	10	10	5
59750	9	10	6	9	6	6	1	9	6	10	6	6	6	5	5	6	10	6	6	10	9	10	5	1	7	6	10	8	1	7	10	6	1	6	6	4	4	6	8	5	9	3	1	10	9	1	6	1	4	9	1	8	1	1	7	6	2	4	5	9	6	5	9	1	1	5	6	1	8	5	7	5	7	1	6	1	1	5	7	5	5	4	6	10	5	2	5	7	1	8	1	1	8	8	3	1	1	10	10	5
59751	9	10	6	9	6	6	1	9	6	10	6	6	6	5	5	6	10	6	6	10	9	10	5	1	7	6	10	8	1	7	10	6	1	6	6	4	4	6	4	5	9	3	1	10	6	8	6	1	4	9	5	8	1	1	7	7	2	4	5	9	6	5	9	1	1	5	6	1	8	5	7	5	7	1	6	1	1	5	7	5	5	4	6	10	5	2	5	7	1	8	1	1	8	8	2	1	1	10	10	5
59752	9	10	6	9	6	6	1	9	6	10	6	6	6	5	4	6	10	6	6	10	9	10	5	9	7	6	10	8	1	7	10	6	1	6	6	4	4	6	4	5	9	3	1	10	6	8	6	1	4	9	5	8	1	1	7	7	2	4	5	9	6	5	9	1	1	5	6	1	8	5	7	5	7	1	6	1	1	5	7	5	5	4	6	10	5	2	5	7	1	8	1	1	8	8	2	1	1	10	10	5
