ID	I0001	I0002	I0003	I0004	I0005	I0006	I0007	I0008	I0009	I0010	I0011	I0012	I0013	I0014	I0015	I0016	I0017	I0018	I0019	I0020	I0021	I0022	I0023	I0024	I0025	I0026	I0027	I0028	I0029	I0030	I0031	I0032	I0033	I0034	I0035	I0036	I0037	I0038	I0039	I0040	I0041	I0042	I0043	I0044	I0045	I0046	I0047	I0048	I0049	I0050	I0051	I0052	I0053	I0054	I0055	I0056	I0057	I0058	I0059	I0060	I0061	I0062	I0063	I0064	I0065	I0066	I0067	I0068	I0069	I0070	I0071	I0072	I0073	I0074	I0075	I0076	I0077	I0078	I0079	I0080	I0081	I0082	I0083	I0084	I0085	I0086	I0087	I0088	I0089	I0090	I0091	I0092	I0093	I0094	I0095	I0096	I0097	I0098	I0099	I0100
158	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
159	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
160	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
161	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
162	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
238	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
239	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
240	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
241	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
242	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
243	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
320	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
321	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
322	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
323	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
324	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
325	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
401	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
402	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
403	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
404	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
405	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
406	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
483	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
484	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
485	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
486	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
487	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
564	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
565	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
566	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
567	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
568	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
645	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
646	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
647	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
648	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
649	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
727	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
728	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
729	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
730	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
809	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
810	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
811	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
889	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
890	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
891	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
892	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
972	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
973	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
19763	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
19764	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
19843	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
19844	16	13	16	13	15	16	15	15	15	16	18	13	13	14	16	10	15	18	10	12	18	13	16	16	16	18	16	11	12	13	12	9	16	15	14	17	15	9	18	12	14	15	14	17	18	18	11	14	15	12	15	14	15	14	17	15	11	14	14	13	15	16	16	13	14	11	15	15	16	15	15	12	16	16	16	12	13	12	17	17	15	12	15	12	13	15	15	13	14	15	14	15	14	14	17	16	16	17	10	13
